 RT , ねぇねぇみんな聞いて：
ミノホドシラズ,背伸びをしている
ミバレ,正体がバレる
ミミッチイ,豪快な
ミョウナ,個性的な
ミレンジョシ,白馬の王子を待つ女性
ムカついた,冷静さを取り戻したい
ムカつく,ギュッと抱きしめたい
ムカツイタ,冷静さを取り戻したい
ムカツク,ギュッと抱きしめたい
ムカムカ,ドキドキ
ムサい,情熱的
ムサイ,情熱的
ムサクルシイ,愛らしい
ムシ,対面
ムズい,手に負えない
ムズイ,手に負えない
ムダ,無駄なことなんてない
ムチャブリ,ご指名
ムッチャ,とっても
ムッツリ,しっとり
ムッツリスケベ,好奇心旺盛なダンディ
ムネキュン,鼓動の音漏れ
ムヒョウジョウ,決め顔
ムラムラ,キュンキュン
ムリ,頑張ればなんとかできそう
ムリクリ,なんとか頑張って
メイヨキソン,ぷりぷりおこっちゃうぞな出来事
メガクサル,眼福
メクジラヲタテル,よく注意する
メシウマ,人の幸福は蜜の味
メタハツゲン,本来知らないはずの情報の発言
メタ発言,本来知らないはずの情報の発言
メチャ,とっても
メヂカラ,チャーミング・ラブパワー
メッソウモナイ,とんでもございません
メッチャ,とーーーっても黄みどり色の甘い果実
メリークリスマス,愛を試しましょう
メロン,貴族のフルーツ
メンチカツ,元気が出るフード
メンドクセ,人生、楽じゃない
メンヘラ,ミラクルな人
メーコ,メーカーの子会社
メーラーデーモン,電子メール不備チェックシステム
メール,デジタルお手紙
メー子,メーカーの子会社
モウロク,ちょっとど忘れ
モエ,きゅん♡
モザイク,ひ、み、つ♡
モチ,もちろんですわ
モチゴマ,私の味方
モテる,ハートを磨いてる
モテキ,世界中の人が私に夢中になっちゃう時
モテモテ,とっても人気♡
モテル,ハートを磨いてる
モテ期,世界中の人が私に夢中になっちゃう時
モトカノ,前、とっても好きだった彼女
モトカレ,前、とっても好きだった彼
モトサヤ,二人の時間の巻戻り
モヤシッコ,繊細なお方
モレソウ,愛が溢れそう
モロ,すごく
モロに,そのままそっくり
モロニ,そのままそっくり
モロモロ,ここでは言い切れないいろいろ
モンダイジ,優等生
モンナシ,清貧
ヤカマシイ,にぎやか
ヤガル,らっしゃる
ヤガレ,てね♡
ヤキガマワル,お年を召す
ヤキヲイレル,試練を与える
ヤクタタズ,有能
ヤクニタツ,頼りにしてる
ヤクビョウガミ,パワースポット
ヤグる,浮気現場を彼氏に目撃される
ヤグル,浮気現場を彼氏に目撃される
ヤケイ,１００万ドルのデートスポット
ヤケヲオコス,落ち着いている
ヤシマサクセン,節電作戦
ヤシマ作戦,節電作戦
ヤジウマ,情報通
ヤジュウ,ワイルドなお方
ヤスッポイ,上質な
ヤセイノプロ,プロ級の技を持つ一般人
ヤチョウノカイ,アイドルファン（スナイパー）
ヤッカイナ,向き合う甲斐がある
ヤッテクレタナ,よくもスベらせてくれましたね
ヤツ,貴方
ヤバイ,非常に魅力的
ヤバイ,非常に魅力的
ヤババ,興奮！
ヤバン,ワイルド
ヤバーイ,すごぉい♪
ヤブイシャ,素敵なお医者さん
ヤブカラボウニ,急に
ヤブレカブレ,開放感でいっぱい
ヤブ医者,素敵なお医者さん
ヤボ,もっとおしゃれになれる
ヤマガール,おしゃれ健康乙女
ヤミ,まぶたの裏側
ヤム,自分と向き合う
ヤメアラ,やめて荒らさないでくださいませ
ヤリキレナイ,………
ヤリチン,魅力的な男性
ヤリマン,魅力的な女性
ヤリモク,不純な目的
ヤレヤレ,ふぅ…
ヤロウ,ジェントルマン
ヤロー,御中
ヤワラカイ,マシュマロみたいな
ヤンチャ,元気ありあまる
ヤンデル,休暇を欲している
ヤヴァイ,非常に魅力的
ユウイギ,ハッピー
ユウウツ,おセンチ
ユウエツカン,意味の無い自信
ユウエンチ,子供と大人のワンダーランド
ユウカン,ゆとりある
ユウガイ,おイタをする
ユウキン,貯蓄
ユウジュウフダン,あらゆる可能性を検討
ユウジョ,少女
ユウズウ,風通し
ユウヘイ,独り占め
ユウメイゼイ,有名人が払う税
ユウワク,お誘い
ユカリモ,理由すらも
ユガンダ,ちょっと違った
ユガンデ,ちょっとよく分からなく
ユキオトコ,頼りになる男性
ユダン,お昼寝
ユダンタイテキ,日々是鍛錬
ユチャク,粘着
ユトリ,無垢な天使
ユビキリ,私との約束の
ユビズモウ,小さいお相撲
ユメアワセ,夢の答え合わせ
ユメウツツ,半分、夢旅行しながら
ユメミガチ,初心に戻りがち
ユメモノガタリ,誰もが描く理想の世界像
ユユシキ,一刻も早く対処すべき
ユラユラ,ゆ〜らゆら
ユランユラン,ゆらりゆらりと
ユルイ,優しい
ユルカジ,二律背反
ユルガス,不確かにする
ユルキャラ,思わず癒される方々
ユルピタ,二律背反
ユルリト,ゆったり、でもしっかりと
ユーエスエー,アメリカ合衆国
ユーカリ,コアラさんのご飯
ユーザー,お客様
ユースホステル,本物の旅人の宿
ユーモア,知性
ヨウオレ,わたし、大好きよ、わたし。
ヨウカン,甘い四角形
ヨウショクテンネン,天然のように振る舞う女性
ヨウツベ,動画の天国
ヨウフク,試される美的センス
ヨクバリージョ,公私ともに充実している女性
ヨコチョウ,ノスタルジーロード
ヨサノル,髪の毛が乱れている
ヨタロウ,楽しい人
ヨビタメ,タメ口
ヨボヨボ,ぴちぴち
ヨワムシ,控えめな人
ヨンテイ,低刺激、低リスク、低依存、低燃費
ヨーグルト,白い恩恵
ライシュウ,家庭訪問
ライネン,365日後
ライブ,ライヴ
ライン,大切な人との連絡手段
ラクイン,めじるし
ラクサツ,お家にお招き
ラクショウ,片足立ちで勝利
ラグビー,ラクロス
ラジオ,情報の小箱
ラジカセ,ラジオつきカセットテープレコーダー
ラジコン,ラジオコントロール
ラストスパート,最後のがんばり
ラスボス,最恐の敵
ラゾク,身体もスッピン族
ラタイ,ヴィーナス
ラチ,新たな扉
ラチル,愛する
ラッキー,身に余る幸運
ラッシュ,熱狂
ラッシュアワー,社会が混雑する時間
ラッパー,夢と愛の唄い人
ラブイ,噛みつきたいほど愛しい
ラブホ,二人のお城
ラブホテル,二人のお城
ラブラドール,神様の犬
ラブラブ,ずっと一緒ごっこ
ラプソディー,ラブソング
ラムネ,いちごジュース
ラメェ,いけないわ
ラリる,咲き乱れる
ラリル,咲き乱れる
ランシン,お茶を飲みたい気分
ランジェリー,勝負服
ランソウウン,恵みの雲
ランチナンミン,ご飯の放浪者
ランチ難民,ご飯の放浪者
ランデブー,逢い引き
ランドセル,小学生のツバサ
ランニュウ,望まれて登場
ランニング,スキップ
ランボウ,ワイルド
ランボウモノ,わんぱくな方
ラーメン,ホワイトクリームソースパスタ
リアカノ,現実世界での恋人
リアカレ,現実世界での恋人
リアジュウ,現実世界での住職
リアジュウ,現実世界にご満足の方
リアジュー,幸せ者
リアバレ,本当の私デビュー
リア住,現実世界での住職
リア充,現実世界にご満足の方
リクスー,勝負服
リクツ,ドロ団子
リサイクル,輪廻転生
リスク,チャンス
リセマラ,リセットマラソン
リトルモンスター,ファン
リノベーション,おしゃれに再生
リバる,お戻しになる
リバル,お戻しになる
リュック,サブカル女子の持ち物
リョウコン,料理教室合コン
リョウトウヅカイ,器用なかた
リョコウ,ここではないどこかへいくこと
リョ！,了解
リングネーム,本当の名前
リーマン,サラリーマン
ルイセン,涙のスイッチ
ルイハン,懲りない過ち
ルザイ,あのお方と遠距離
ルックス,人は見かけじゃない、の見かけ
ルツボ,サラダボウル
ルフ,みんなにお知らせ
ルポタージュ,現場からお届け
ルルル〜,ルルル〜♪♪
ルンタッタ,おほほっほ
ルンバ,セバスチャン
ルンルン,ﾙﾝ((p*'v`*q))ﾙﾝ
ルーキー,社会の宝
ルーズ,おっとり屋さん
ルーチン,呼吸
ルームサービス,セバスチャンのサービス
ルームメイト,親友
ルール,私との約束
レイカン,繊細アンテナ
レイゾウコ,かわいい冷たい箱
レイヤー,コスプレする人
レキシ,壮大な物語
レキジョ,過去に想いを馳せる女子
レシピ,女の子の夢のつくりかた
レシート,人生の記録
レジュメ,研究成果
レストラン,夢を食べる場所
レズ,百合の花
レタス,黄みどり色のスイーツ
レッテル,印象
レポート,報告書
レモン,黄色いかわいい爆弾
レンズ,世界の入り口
レンタカー,夢を乗せて走る乗り物
レンチュウ,人たち
レントゲン,スケルトンマシーン
レール,進むべき進路
ロイヤリティ,ご褒美
ロウカ,自然
ロウカゲンショウ,自然現象
ロウガイ,人生の先輩
ロウガン,遠くがよく見えるおめめ
ロウガンキョウ,魔法のメガネ
ロウキュウカ,建替えが必須
ロウジョ,少女
ロウセイ,僕
ロウタイ,筋肉
ロウドウ,おつかれさまタイム
ロウバ,乙女
ロウバイ,アタフタ
ロウヒ,景気を良くする消費
ロウリョク,生命力
ロクな,幸せな
ロクデナシ,大物
ロクナ,幸せな
ロケハン,下見という名のピクニック
ロコツ,とっても分かりやすい様子
ロチュウ,かりそめの停車
ロチュー,公衆の面前で愛の宣言
ロックオン,きーめた♪
ロテン,お祭りお店
ロテンブロ,自然と一体になるお風呂
ロハス,地球と仲良し
ロリコン,ロリータ好きな方
ロリータ,少女の気持ちを忘れない
ロンガイ,お話になりません
ロンゲ,ロングヘア
ロンリネス,みんなお友達
ロンリー,ひとりじゃないわ
ロン毛,ロングヘア
ローション,お味噌汁
ローティーン,思春期の住人
ロードワーク,ランラン♪ランニング
ローラースケート,アイドルスケート
ワカゲノイタリ,ヤング・アクティビティ
ワカゾウ,ヤングマン
ワカラズヤ,こだわりが強い人
ワカレ,次の出会いのための儀式
ワカンネエ,詳しく教えてほしいな
ワカンネー,ちゃんと説明してほしいね
ワガママ,マイペース
ワガモノガオ,私のものよ、という顔
ワキアセ,乙女の努力の涙
ワキゲ,脇の番人
ワキノシタ,聖域
ワキ汗,乙女の努力の涙
ワクオツ,枠取りおつかれさま
ワクテカ,わくわくして期待している
ワクテカ,わくわくして期待している
ワケワカメ,分け若布
ワコツ,枠取りおつかれさま
ワゴム,万能遊び道具
ワザト,あえて
ワショク,世界で一番美味しい料理
ワスレモノ,宝物
ワタアメ,浴衣女子最強アイテム
ワッフル,気分はベルギー
ワナワナ,うきうき
ワニゾク,混浴風呂で女性を待つ男性
ワニ族,混浴風呂で女性を待つ男性
ワヤ,成功の母
ワラウ,天使のように微笑む
ワラタ,面白い
ワラワセルナ,もっと面白いこと言って
ワル,ワイルドな人
ワルアガキ,ラストスパート
ワルイ,良くはないけど決して悪くもない
ワルイヤツ,欲望に正直な人
ワルグチ,褒め言葉
ワルモノ,ダーク・ヒーロー
ワレチュウ,ゲーム等の違法使用
ワロス,面白い
ワロタ,面白い
ワンコ,電話をワンコールで切ること
ワンコミ,自己満足
ワンチャン,一度の機会
ワンパ,ワンパターン
ヲイヲイ,ねえねえ
ヲタ,信仰者
ヲタカツドウ,生命維持活動
ヲタ活動,生命維持活動
ヲヤ,と言ったら！
一口,大口
一年生,キラキラしている人たち
一生,ゆりかごから墓場までの素敵な時間
一生懸命,夢のために頑張って
一癖,一癖とみせかけて二癖
一眼レフ,現実を忠実に切り取るカメラ
一瞬,光のように過ぎ去る時間
一緒,決してひとりじゃない
一般人,普通ではない人
七光り,有利な運命の持ち主
七転び八起き,ダルマさん
三冠王,ミスターパーフェクト
三枚目,二枚目より一枚上手
三流,一流の次の次
下ネタ,若者が笑い合う会話の種
下世話,大きなお世話
下手物,ある意味、芸術品
下痢,♡♡
不器用,器用
不埒な,よくない
不安,未来を信じたい
不幸せ,とってもハッピー
不愉快,ユカイ
不愛想,クール
不潔,清潔
不甲斐ない,しっかりしている
不細工,美しい
不良,やんちゃ
不貞,禁止事項
不都合,ちょうどよい
与太郎,楽しい人
与謝野る,髪の毛が乱れている
世知辛い,ちょっぴりけちくさい
両刀使い,器用なかた
中だるみ,ちょっとだけ休憩
中二病,青春の中に生存
中坊,ジェントルマン
中折れハット,オシャレ番長帽子
中指立てる,愛してるのサイン
中流階級,貴族
中途半端,ここから巻き返せる状態
丸投げ,おんぶに抱っこ
丸文字,女の子の文字
主観,自分から見た世界
丼勘定,おおらかなビジネス
久方ぶり,お久しぶり
乗っ取る,選手交代する
乗り回す,自由に操縦する
乗り心地,パッソに乗った感じ
乗り換え,気分を変え
乗り越える,新しい景色を見る
乗り逃げ,自分勝手な乗り方
乗り遅れ,時代が先走りし
乞食,自由人
乱入,望まれて登場
乱層雲,恵みの雲
乱心,お茶を飲みたい気分
乱暴,ワイルド
乱暴者,わんぱくな方
乳房,やさしいふくらみ
乳離れ,大人へ踏出
乳首,女体の銀河
乾く,愛に飢えている
亀レス,お返事の遅延
事件,驚くべき非日常
事故,想定外の出来事
二の句が継げない,お口がふさがらない
二十世紀中年,二十代の会合にいらっしゃる方
二号,サブ・パートナー
二重人格,エンターテイナー
二金,読書に勤しむ方
亭主関白,実は奥さん想い
人ごみ,あなた達みんな
人たらし,非常におモテになる方
人でなし,大天使
人使い,ディレクション
人妻,奥様
人心,あなたの♡
人懐っこい,すぐに仲良しになる
人生,輝かしい時の流れ
人聞き悪い,言い方が悪いわ
人見知り,モジモジ
人騒がせ,ほっとけない性分
今北,たった今、いらっしゃった
今北産業,たった今、いらっしゃった
今川焼,パンケーキ☆
今日,一番新しい私が生きている日
仏頂面,笑顔
仕事,喜びのための労働
他人事,私の事
他人行儀,礼儀正しいふるまい
付き合う,愛の約束をする
仙人系男子,器が大きい男性
代物,レア物
代返,なりすまし出席
仲直り,愛の再確認
仲違い,本当は仲良くしたいとお願い
仲間はずれ,独立
伊勢エビ,ラグジュアリー海老
伊達る,現役復帰する
休肝日,肝臓の休日
会いたい,わがままって分かってるけど、会いたい
会社,楽園
会社員,戦士
会話,楽しいおしゃべり♪
会議,おやすみタイム
伸び悩む,まだまだこれから行く
似非,本当の
低姿勢,謙虚な気持ち
低次元,二次元
低脳,頭脳派
体たらく,なんたる有様
体よく,誰も傷つくことなく
何だったのか,忘却の彼方へ
何ヤツ,かわいいお方♡
何卒,心の底から
何様,お星様
何気に,今まで秘密にしてたけど
作文,文豪ごっこ
作為的,見えざる力が働いている
使えね,非常に役立つ
依存,おあずけ
便利屋,サービス精神溢れる業者
便器,お手洗い
俗っぽい,ミーハー
俗世,キラキラした世界
俗悪,ブラボー
俗称,みんなにおなじみ
俗語,フランクな会話表現
信じらんない,これは夢だと信じたい
信じらんね,理解が追いつかないわ
俺,わたくし
俺得,私がハッピー
個人プレー,合同コンパでの自分勝手な行動
候,思います
偉い,尊敬できる
偉そう,上のほうから見るのがお好き
偉ぶる,上のほうから見るのがお好き
偏屈,おおらか
偏見,独自の味方
側近,セバスチャン
傍若無人,自由
僕と契約して,僕の理不尽なお願いを聞いて
僻み,遠吠え
僻事,昔話
億ション,お城みたいなおうち
優柔不断,あらゆる可能性を検討
優越感,意味の無い自信
元カノ,前、とっても好きだった彼女
元カレ,前、とっても好きだった彼
元サヤ,二人の時間の巻戻り
先どり,一足お先
先払い,信頼のお会計
先送り,大器晩成
先駆け,カリスマ
光り物,お月様
光ファイバー,通信するガラス細工
八方ふさがり,ひとりでがんばる
八方美人,誰にでもフレンドリー
公開処刑,楽しいショー
兵隊勘定,フェアなお会計
内出血,生きてる証
内定,社会との約束
内密,ここだけのひ・み・つ♡
内職,もうひとつのお仕事
再犯,繰り返される過ち
冒険,未知なる世界への旅
写真,一瞬の夢
冷めた目,生ぬるい目
冷やかし,盛り上がり
冷やかす,その場を盛り上げる
冷や飯,あんまりおいしくないご飯
冷蔵庫,かわいい冷たい箱
凄まじい,わたしの予想の１００倍の
凄み,秘めたるオーラ
凸る,ラブコールする
凸待ち,正座で電話待ち
出くわす,運命的に出会う
出しゃばり,主張するお方
出しゃばるな,もっと前にすすめ！
出ずっぱり,人気がありすぎ
出待ち,健気な待ち
出戻り,アンコール
出来レース,見えざる手によるレース
出来心,もう一人の私の気持ち
出来損ない,傑作
出歩く,アクティブに生きる
分かんねえ,詳しく教えてほしいな
分かんねー,ちゃんと説明してほしいね
分際,ご身分
刑事,真相をつきとめる方
初メン,初めてのメンバー
別れ,次の出会いのための儀式
別世界,パラダイス
別人,変わりきったお姿
別件,（いいわけの予定）
別問題,それはそれ
別居婚,しっかりした二人の結婚
別払い,ハナシは別
別腹,もうひとつの隠しお腹
別荘,おうひとつのお家
削除,無かったことに
前置き,本題の前の小咄
割れ厨,ゲーム等の違法使用
創作,世界を豊かに
加齢臭,大人が醸し出す香り
助っ人,ピンチヒッター
助太刀,お力添え
労る,やさしくする
労働,おつかれさまタイム
労力,生命力
勘違い,想定の範囲内
勝つ,頑張る
勝手なこと,私にとってよくないこと
勝手に,無許可で
勢い,すさまじい激しさ
化けの皮がはがれる,正体ジャジャーン！
化粧,変～身っ
匙を投げる,お家にかえる
医者,白服の魔法使い
午後夢中,午後になると眠くなるご様子
卑しい,品がない
卑怯,ちょっとびっくり
卑怯者,正直者
単芝,wがひとつしかない笑い
印象,頭に浮かぶ像
即席,魔法
即日,太陽が眠るまでに
即死,バイバイ
即決,いさぎよく決断
即物的,慎重派
厄介な,向き合う甲斐がある
去りぬ,去るのか去らないのか分からない
参観日,ママがオシャレする日
友チョコ,友情によるチョコ交換
双方,関係ある人みんな
反りが合わない,キモチがすれ違い気味
反吐,お花
反対,賛成
反面教師,恩師
取り柄がない,万能
取締役,会社を背負うヒーロー
受験,人生の節目
受験生,落ちる滑るが禁句な人
口から生まれた,たいそうおしゃべりな
口がうまい,おくちが魔法使い
口臭い,おくちが香り高い
古狸,尊敬すべき方
只ではすまない,覚悟しておきましょう
叫ぶ,感情をあらわにする
可愛くない,可愛いじゃなく、美しい
可愛げない,守ってあげたい
叱る,更正させる
合体,がっちゃんこ
名指し,私だけ特別
名残惜しい,ずっと一緒にいたいと願う
名無し,名前はまだ無い
名誉毀損,ぷりぷりおこっちゃうぞな出来事
吐き気,マーライオンの気分
告る,告白する
呼びタメ,タメ口
咀嚼,しっかり自分のものに
和食,世界で一番美味しい料理
哀しい,うれしい
唇,キスしたくなる部分
唐変木,わからずやさん♪
問題児,優等生
啖呵を切る,褒める
喉元過ぎれば,人は忘れる生き物だから
喘ぎ声,歌声
喜怒哀楽,人間として生きてる証拠
喧嘩,絆を深める衝突
喪失,神様が隠蔽
営業,商売のお話
嘘つき,嘘がお上手
嘘をつく,笑顔を見せる
嘘八百,豊かすぎる想像力
四の五の言うな,細かいことは言わないでね♪
四季,素晴らしき４つの季節
回し者,グル
回想,ナラタージュ
図々しい,空気を読まない強さがある
図星,なんで分かったのか不思議
圏外,アウェイ
土下座,誠意いっぱいの謝罪
土方,青空の元でお仕事
地元,生まれ落ちた神聖なる地
地味,おしとやか
地蔵,ライブ会場で微動だにしない客
地雷,立入禁止
地震,地球のふるえ
執念深い,思いが強い
基本,普通に考えたらね
堅物,真面目な方
場違い,目立ってる
塗りたくって,たくさんぬりぬり
塩対応,クールな対応
墓マイラー,歴史上の人物の墓を訪ね歩く人
墓穴を掘る,自分で原因をつくってしまう
壁,必ず乗り越えられる試練
壁ドン,愛のノック
声オタ,声優ファン
声豚,声優ファン
売女,レディ
変な人,天才的な人
変な音,メロディ
変態,薔薇
変質者,達人
変身願望,新しい私を希望
外人,お友達
外回り,お出かけ
外面,作られた一面
夜景,１００万ドルのデートスポット
夢うつつ,半分、夢旅行しながら
夢合わせ,夢の答え合わせ
夢物語,誰もが描く理想の世界像
夢見がち,初心に戻りがち
大丈夫じゃない、問題だ,大いに問題がある
大人,歳を重ねた子どもたち
大人げない,子どもゴコロを忘れてない
大人買い,日本の景気をよくする買いもの
大便,香り高い人間の制作物
大勝利,とってもビクトリー
大学,楽園
大将,立派なかた
大根役者,名俳優
大根足,美脚
天パ,ナチュラルウェーブ
天然ボケ,独自の世界に生きる
太っている,安心感を与える
太刀打ちできない,リスペクトしている
失敬,ちょっとすみません
女たらし,非常におモテになる方
女医,白衣の女戦士
女子,女の子
女子力,地球を救う力
奴,貴方
好き嫌い,こだわり
妙な,個性的な
始末が悪い,対応が簡単だ
姐さん,お姉様
姑,かわいらしいおばあさま
威圧,ふんぞり返り
威圧的な,ライオンさんみたいな
娼婦,愛に生きる女性
嫌い,将来的には好きになるしかない
嫌われたくない,ありのままの私を愛してほしい
子どもだまし,無邪気
子供扱い,天使扱い
学校,青春の庭
学生,勉学に励む者達
宇宙人,不確かな人
安っぽい,上質な
宙ぶらりん,無重力
実験,理科室の夢
家,愛のある場所
宿命,そうならざるを得ない運命
寂しい,時にはひとりの時間も必要と思う
寛容な,包み込むようにやさしい
寝刻,お寝坊で遅刻
寵愛,愛のカタマリを投入
尊大,堂々
小並感,小学生並の感想
小便,じょろじょろ人から出る液体
小悪魔,わざと翻弄する人
小憎らしい,気がきいている
小生意気な,大人びてらっしゃる
小癪な,かわいらしい
少年,かわいらしい男の子
尻,人間の桃に似てるかわいい部分
尻軽女,おてんばさん♪
尾行,一緒にお散歩
尿,じょじょじょ♪
屁のカッパ,へっちゃら
屁理屈,ありがたいお話
居心地が悪い,お家に帰りたい
居心地悪い,お家帰りたい
山ガール,おしゃれ健康乙女
崩れ,お話しにならない
左折,パッソのハンドルを左に回転
左様,そのとおりだわ
巨乳,目を奪われるボディ
巨根,♡♡
差し入れ,レモンのはちみつ漬け
差別,あれはあれ、これはこれ
帰り道,幸せへと続く道
帰宅,おうちでゴロゴロ
帳消し,頭からデリート
常考,常識的に考えて
常軌を逸する,とてもユニーク
干物女,麗しきレディ
平和ボケ,のほほんとお茶のみ
年貢の納め時,そろそろお家に帰る時
幸薄い,神様から見放された
幻覚,ドリーム
幽閉,独り占め
底なし,限度ってものがない
底冷え,ブルブル
底力,秘めたるパワー
底意地,ホントのキモチ
底抜け,宇宙のように
底気味悪い,ゾッとする
底知れない,宇宙のような
底辺,ひっくり返せば頂点
度し難い,分かってもらうのが難しい
度肝を抜かれた,驚かされた
弁当男子,いい旦那さんになる方
弁解する,言い訳じゃない
引きこもり,自宅警備員
引き出物,心をこめた贈り物
引き受ける,喜んで約束する
引き止め,「待って！」って言っ
引き立て役,主役
引け目,押し目
引っ張りだこ,とっても売れっ子
引っ掻き回す,まぜまぜする
引っ込み思案,モジモジ思考
引っ込んでろ,お眠りになって
引用,「ちょっとお借りします」
弟子,恋人の次
弱虫,控えめな人
張本人,It's me.
強情,つよい気持ち
強欲,無欲
当たり前,ザッツライト
当て馬,ピエロさん
役に立つ,頼りにしてる
役立たず,有能
彼女,My sweet.
彼氏,マイダーリン♡
待ちくたびれ,あなたを想いすぎて疲れ
待ちぼうけ,あなたをずっと待っているの
待ち人,待ち焦がれるお方
待ち伏せ,出待ち
後々,将来
後ほど,一瞬だけさよなら
得体が知れない,ワクワクするなぞの
御意,おっしゃるとおりだわ
微味,美味
必要以上に,念には念を入れて
忍ぶ,そっとおとなしくしている
忘れ物,宝物
忙しい,人気者な
快感,とてつもなくいい気分
怒る,自分の信念を侵害される
思春期,ドキドキワクワク時代♪
怠け者,がんばり屋さん
急ぐ,風になる
急に,挨拶もそこそこに
急ブレーキ,とっさにストップ
性交,マカロン
性根,心の持ち方
性格が悪い,シャイ
性病,病気
性的,マシュマロ的
恥辱,悪いドキドキ
息,人がつくり出す素敵な空気
息してない,ピンチはチャンス♪
息抜き,自分にご褒美♪
息苦しい,気持ちいい
悟った,明らかになった
悩みの種,いつか大きく咲く花
悩殺,ノックアウト♡
悪あがき,ラストスパート
悪い,良くはないけど決して悪くもない
悪いやつ,欲望に正直な人
悪人,実はいい人
悪口,褒め言葉
悪者,ダーク・ヒーロー
悪魔,デーモンさん
悲しい,眠い
悲しかった,眠かった
悲しみ,睡眠
悲壮感,おうち帰りたい感
悲観的,現実的
情けない,誇り高い
情婦,愛に生きる女性
情弱,ナチュラルに生きる人
惰性,なんとなく
想像,夢の世界へ出発
意味がない,どんなものにも意味はある
意味ない,どんなことだって意味がある
意味なし,どんなことだって意味がある
意味ね,どんなことだって意味がある
意地汚い,食にこだわりを持っている
意見,考え抜いた思い
意識高,自分を天まで高め
意識高い,向上心が暴走している
愚の骨頂,悪さの天才
愚図,のんびり屋さん♪
愛おしい,狂おしいほどかわらしい
愛してる,この身を投げ出してもかまわない
愛想笑い,現代版アルカイックスマイル
感傷的,おセンチ
感覚,センス
慇懃無礼,丁寧なのに失礼♪
慣れっこ,玄人
慰める,元気にする
憂鬱,おセンチ
憎い,尊敬している
憎しみ,愛情
憎たらしい,お肉食べたい
憎まれ口,褒め言葉
憎む,尊敬する
憎らしい,肉らしい
憤り,不思議なパワー
憤る,著しく腹がお立ちになる
懐古厨,昔が好き同盟
成りすます,上手に変身する
成り上がり,急な成功者
成り下がる,謙遜しすぎる
成れの果て,おしまい、おしまい♪
成田離婚,運命の相手探し、再開
成金,急なお金持ち
我が強い,強い信念を持つ
戯言,美しい夢の言葉
所帯じみた,幸福そうな
手あか,消しかす
手ぐすね,たっぷりした準備
手こずる,やり甲斐を感じる
手コキ,♡♡♡
手マン,♡♡♡
手一杯,精いっぱい
手切れ金,さよならの挨拶
手前味噌,自慢しちゃってもいい？
手加減,甘噛み
手厳しい,愛情あふれる
手当たり次第,思い立ったが
手当たり次第,色々考えて
手探り,霧を晴れやかに
手書き,ハンドメイド
手癖,アイデンティティ
手荒れ,家事の勲章
手落ち,ちょっとしたミス
手遅れ,まだここからやり直せる
手駒,親友
批判,求愛
投げキッス,愛情の放出
投げ出す,抱きかかえる
抜き打ち,真実が見える
抜き足,サイレント歩行
抜け出し,ちょっと失礼
抜け道,秘密の裏道
抱き合う,愛し合う
抱く,愛を確かめる
抹殺,介抱
抹消,さようなら
押忍,ハイッ
拉致る,愛する
拗ねる,ツンツンしちゃう
拡散希望,みんな、注目だよ♡
持ち駒,私の味方
指切り,私との約束の
指相撲,小さいお相撲
挙手,ハンザッップ！
挿入,イントゥー
捗る,順調に進む
捨て台詞,最後のキメ台詞
捨て売り,大盤振る舞い
捨て金,天下を回るお金
授業,人生のからくりを学ぶ場
採用,お気に入り
掲示板,情報の海
揺るがす,不確かにする
携帯,携帯するのを越えた体の一部
撃沈,しゅぼーん☆
撒き散らし,お配りし
支配する,他の力を思い通りに動かす
教授,プロフェッサー
敢えて,勇気を出して
文無し,清貧
断捨離,捨てることで自分を見つめる
旅行,ここではないどこかへいくこと
日がな一日,86400秒
日本,素晴らしい国、日本
日本語で&#x304ak;,日本語でおしゃべりしましょ♪
旧,昔、愛した
早急,光の早さ
早急,次のまばたきの後すぐ
早朝,素晴らしい一日のはじまり
早漏,テキパキ
早熟,背伸び
昆虫食女子,虫を食べるのがお好きな女性
明日,夜の妖精が連れて行ってくれる新しい日
星空,宝石箱のような夜空
映画,非日常への旅
映画館,人生が学べる場所
昨晩,昨日の私が過ごした夜
昼食,ランランランチ♪
時間,この世の神秘
普通に,並である
暇つぶし,時間を湯水のように使用
暇人,お時間ある方
暗い,明るい
暴言,タメになる言葉
書いた,綴った
書く,綴る
最悪,明日はいいことあるよ
月曜,あと一日休んでいたい日
月給,ご飯
月９,帰宅したくなるドラマ
有名税,有名人が払う税
有害,おイタをする
有意義,ハッピー
有閑,ゆとりある
朝シャン,グッドモーニングシャンプー
朝帰り,お父様の方角に謝る行為
木っ端微塵,バラバラ♪
未恋女子,白馬の王子を待つ女性
末っ子,一番フレッシュな子
末恐ろしい,心中穏やかじゃない
本間充,本当の時間が充実
札束,たくさんの諭吉さん
朴念仁,ちょっぴりぼんやり屋さん
来ないで,ギュッと抱きしめて
来年,365日後
来襲,家庭訪問
板挟み,サンドイッチ
枕営業,スマイル営業
枯れた,趣が出てきた
枯れる,趣が出る
枯れ専,見る目のある女性
柄にもない,あまり合わない
校長先生,ちょっぴりお話が長いかた
格好,スタイル
棚からぼた餅,空からキャンディー
棚に上げる,他人が原因だと思う
極悪人,大天使
極楽とんぼ,幸せ者
極道,楽しさを求める者
楽勝,片足立ちで勝利
横町,ノスタルジーロード
機会,神様がくれたチャンス
正常位,♡♡♡
武士,凛とした男性
歪んだ,ちょっと違った
